File Size (KB),Read Time (s)
11.05078125,0.6327624500000013
14.96875,0.37237320600000245
11.3720703125,0.47952972350000067
11.15234375,0.5549738375000004
14.0498046875,0.739568986750001
13.115234375,1.22782546925
10.3466796875,0.9368030842499984
15.98828125,1.631613708749999
17.5,0.4255414912500015
11.447265625,1.1476907447499975
15.310546875,1.452355137749997
18.4443359375,0.4688398372500018
19.98046875,0.7621775762499965
19.529296875,0.7997066302500002
11.7666015625,0.6191740797500032
10.89453125,0.6065381617500023
98.3046875,2.271063685999998
91.943359375,2.342540828500006
97.7900390625,4.058512140250002
97.658203125,3.684005961750003
91.818359375,2.014085962750002
91.564453125,2.8560391079999974
99.1171875,3.949536679000005
94.4951171875,2.1710866360000054
98.048828125,1.9809091025
97.505859375,2.301716115749997
91.22265625,2.905325886749999
98.9619140625,4.718134797749997
97.224609375,4.9549803120000036
92.2275390625,2.3593570079999893
95.3876953125,3.04617662375
92.9658203125,3.036764963500005
35.6123046875,0.8081547097499993
34.11328125,1.0474344887499996
38.0546875,1.6425801575000065
39.7822265625,1.0375868060000073
32.88671875,1.0041341689999967
32.451171875,0.7620285619999976
34.4716796875,1.118277051749999
31.1484375,0.9437478392500083
39.947265625,1.0827722137499904
30.80078125,2.6939159524999923
33.98046875,0.8451314137499963
34.0283203125,1.6811117704999958
34.9482421875,0.9287076654999993
32.5107421875,1.4196106474999937
39.1533203125,1.0059638052500048
31.16015625,0.9947081617499975
20.4384765625,0.4570635377500025
20.9208984375,0.7205166612500022
25.609375,0.7277172682500037
25.177734375,0.9578281765000014
27.4189453125,0.9273227022499952
27.7744140625,0.5422598629999982
25.93359375,0.6071123352500081
20.458984375,2.3027021010000084
20.091796875,1.3623587969999988
20.541015625,0.910840909749993
20.1806640625,1.051105819
21.732421875,1.0544007064999903
24.55859375,1.872741022249997
29.2685546875,0.6901133187499937
24.02734375,0.4674099324999901
21.9619140625,1.6775109950000058
57.78125,1.28637418000001
53.654296875,1.6559718120000042
57.03515625,1.8676652550000057
50.525390625,1.395009200500013
56.865234375,1.7606355125000022
51.78515625,1.3464962597499976
57.1044921875,1.5399879564999992
51.5302734375,1.7137553214999883
52.828125,1.5264641672499977
57.3896484375,1.1750353447500004
58.8349609375,2.469211441249996
55.2294921875,2.057049885000012
56.6240234375,1.3844224179999998
50.5947265625,1.3804831732499991
57.8720703125,1.476646814249989
58.25390625,1.6177214585000002
150.3486328125,6.724595573000016
151.880859375,6.664576128500016
157.7255859375,7.217304146750024
153.5439453125,6.501792262500004
150.8154296875,5.267097033750019
155.2158203125,3.3016720317500017
151.47265625,6.047965435500004
154.544921875,8.106638659499993
156.6298828125,6.218853583999987
156.5546875,5.064651664999985
159.6669921875,5.519188635249975
150.326171875,6.380516314250002
153.908203125,5.783694025499983
159.7587890625,6.410951990000001
158.1826171875,7.825499130999987
155.919921875,4.857048557500008
65.8857421875,2.206168589249984
69.7626953125,2.4132417582499954
63.0751953125,2.2924642167500053
60.7021484375,1.65496758499998
67.4130859375,1.9692138102499825
63.9208984375,1.7980109387499965
67.8427734375,1.8940634667500262
65.4169921875,1.8519087360000412
69.185546875,2.2550400719999857
61.341796875,1.869222505750031
69.5615234375,2.0428947422499846
65.5908203125,1.5556541260000358
63.7578125,2.035608620000005
61.693359375,1.4311871452500213
66.595703125,2.8617463209999983
61.72265625,2.5925050554999984
148.78515625,6.001237254000046
142.646484375,4.386095938250037
144.2021484375,10.640023092249976
149.912109375,5.280286770000032
142.9326171875,5.678378440750009
140.2421875,3.4540492355000083
144.791015625,6.220934060500042
148.736328125,3.7442430899999977
143.2099609375,5.149180647000037
144.853515625,5.138657824000006
144.498046875,5.359155672000043
148.6416015625,4.719653633999997
121.935546875,4.865922763500009
126.009765625,6.101876675249969
122.1396484375,2.040835818749997
123.9140625,3.1522896882499936
121.9375,3.7345849199999748
126.908203125,3.360431673249991
125.2255859375,4.673250494499996
127.765625,3.4357549307499653
125.150390625,4.0523837777500376
127.0302734375,3.5329570479999575
122.1953125,4.6265402194999865
124.349609375,3.3358206004999715
120.1337890625,6.330803903000003
128.1484375,3.4632905689999802
122.39453125,3.267764141499981
122.1748046875,3.4119958545000486
134.5908203125,5.336612808249981
138.90625,6.201544185249986
