File Size (KB),Write Time (s)
11.05078125,8.006471898625023e-05
14.96875,0.0001517102191428421
11.3720703125,0.00011816584401458385
11.15234375,9.478793754169601e-05
14.0498046875,0.00011879824978677789
13.115234375,9.51260940382781e-05
10.3466796875,8.640599980935804e-05
15.98828125,8.397893770961673e-05
17.5,8.902434365154477e-05
11.447265625,9.285556234317482e-05
15.310546875,8.434084384134621e-05
18.4443359375,0.00012827821865357691
19.98046875,0.00013395040605246322
19.529296875,0.00010467931269886321
11.7666015625,8.715146850590827e-05
10.89453125,9.167431244350155e-05
98.3046875,0.0006569714996658149
91.943359375,0.0005917082503401616
97.7900390625,0.0006849505311947723
97.658203125,0.0006353171875161934
91.818359375,0.0005971916561975377
91.564453125,0.0006366816251102136
99.1171875,0.0006654185940533353
94.4951171875,0.0006102414686210977
98.048828125,0.0006610989689761482
97.505859375,0.0006501809689325455
91.22265625,0.0005808698124383227
98.9619140625,0.0006394436873051745
97.224609375,0.0006561609375239641
92.2275390625,0.0005661504064846667
95.3876953125,0.0005597364688583184
92.9658203125,0.0005849778440278897
35.6123046875,0.00021119671873748302
34.11328125,0.00020835671875829576
38.0546875,0.0001725546248962928
39.7822265625,0.00021484074977706769
32.88671875,0.00019288024986963137
32.451171875,0.00018741746862360742
34.4716796875,0.00018876784361054888
31.1484375,0.00017654021894486505
39.947265625,0.00023594156209583161
30.80078125,0.00015566265619781916
33.98046875,0.00019977312513219658
34.0283203125,0.00018524087499827147
34.9482421875,0.00019838803109450964
32.5107421875,0.0001594882501194661
39.1533203125,0.0002231497810498695
31.16015625,0.00014557468784914818
20.4384765625,0.00010899362496274989
20.9208984375,9.532268768452923e-05
25.609375,0.00018457656233294983
25.177734375,0.0001588492496011895
27.4189453125,0.00017431012474844465
27.7744140625,0.00011710228091033059
25.93359375,0.00017122562485383241
20.458984375,0.00010081612481371849
20.091796875,0.00012712228135569603
20.541015625,0.0001427030624654435
20.1806640625,9.42816877795849e-05
21.732421875,0.0001763251248121378
24.55859375,9.481987490289612e-05
29.2685546875,0.00016726881221984513
24.02734375,0.00014961478154873475
21.9619140625,0.00013145603088560165
57.78125,0.000373640218640503
53.654296875,0.0003343988746564719
57.03515625,0.00035907134360968485
50.525390625,0.000307619312479801
56.865234375,0.0003373647186890594
51.78515625,0.0003060307190025924
57.1044921875,0.00033814871858339757
51.5302734375,0.0002130755624420999
52.828125,0.00033446493762312457
57.3896484375,0.0003474980940154637
58.8349609375,0.00033990481233558967
55.2294921875,0.00032660674969520187
56.6240234375,0.000355138687609724
50.5947265625,0.0002970767186525336
57.8720703125,0.00034006231271632714
58.25390625,0.0003407094691283419
150.3486328125,0.0010255832503389684
151.880859375,0.0010093243440678634
157.7255859375,0.001029547249800089
153.5439453125,0.0009898816874738259
150.8154296875,0.000937983124913444
155.2158203125,0.0008722555940039456
151.47265625,0.0009469950309721753
154.544921875,0.001042613593654096
156.6298828125,0.0010907619689533021
156.5546875,0.0009985369688365608
159.6669921875,0.0010053021251223981
150.326171875,0.000924962156204856
153.908203125,0.0009679765312284871
159.7587890625,0.0009824157814364298
158.1826171875,0.0009764474061739747
155.919921875,0.0006094010941524175
65.8857421875,0.00042038190622406546
69.7626953125,0.0004549332184069499
63.0751953125,0.0003906755937350681
60.7021484375,0.0003839996247734234
67.4130859375,0.00041945578095692326
63.9208984375,0.00038426978107963805
67.8427734375,0.00037066184404466185
65.4169921875,0.00040306849996341043
69.185546875,0.00046381012498386553
61.341796875,0.0003680037184494722
69.5615234375,0.000443428187736572
65.5908203125,0.00039865118742454797
63.7578125,0.00040581237499281997
61.693359375,0.00024325615595444106
66.595703125,0.00044005874997310457
61.72265625,0.0003886495628648845
148.78515625,0.0009734718437357515
142.646484375,0.0008301391562781646
144.2021484375,0.0009197470621984394
149.912109375,0.0009377636874887685
142.9326171875,0.0009584953127159679
140.2421875,0.0008459581563329266
144.791015625,0.0009568807504365395
148.736328125,0.0008858373121256591
143.2099609375,0.0008884794374353078
144.853515625,0.0008481879999635566
144.498046875,0.0008667104998494324
148.6416015625,0.0008353699063263775
121.935546875,0.0007314451563615876
126.009765625,0.0007972800935931446
122.1396484375,0.0005294074376251956
123.9140625,0.0008421895622632292
121.9375,0.0007596574064336892
126.908203125,0.0007761198439766304
125.2255859375,0.000783229968874366
127.765625,0.0007361511252383934
125.150390625,0.0007445778437613626
127.0302734375,0.0008077537813733215
122.1953125,0.0007291467813956842
124.349609375,0.0008025308748074167
120.1337890625,0.0007245456249620474
128.1484375,0.0004828401874874544
122.39453125,0.0007252566565512097
122.1748046875,0.0006929532810318051
134.5908203125,0.0008542502814634645
138.90625,0.0008792919061306748
136.693359375,0.0008424065313192841
133.666015625,0.0008468439373245928
130.490234375,0.0008920727191252809
133.384765625,0.0007771708437758207
135.61328125,0.0007888567502050137
139.3486328125,0.0009295576564909425
132.517578125,0.0007669345000067551
133.498046875,0.0008619362502031436
137.64453125,0.0008199491253435554
137.2880859375,0.0008715395624676603
133.125,0.0007807697811585967
134.2998046875,0.0008515458434885659
132.3251953125,0.0008538032184333133
135.6875,0.0005604637813121371
46.8740234375,0.0002896121250159922
41.38671875,0.00022314350007945905
43.07421875,0.00023163631249190075
44.787109375,0.000256447468927945
45.7626953125,0.00022573896876565414
44.302734375,0.00020551356237774598
49.9296875,0.00022347346884998842
43.9951171875,0.0002753767189460632
46.3916015625,0.00023847412512623123
46.4384765625,0.0002833519374689786
47.8388671875,0.0002796124686028634
40.923828125,0.00018879846902564168
41.623046875,0.00023080378105078125
45.6259765625,0.00028167509344712016
49.8876953125,0.0003013168752659112
43.068359375,0.0002523939060665725
73.3544921875,0.000461233124951832
72.849609375,0.00047096415619307663
73.0595703125,0.00047468521870541736
75.5,0.00034198749972347287
77.5859375,0.0004998307813366409
77.78515625,0.0005135771561981528
77.0751953125,0.000489639781335427
75.7724609375,0.0004461110625015863
72.21875,0.00045035587481834227
78.0283203125,0.0004247660622240801
73.30859375,0.0004610030000549159
75.720703125,0.0004743946565213264
70.154296875,0.000431650812515727
70.4658203125,0.00046951928106864216
79.431640625,0.0004901582501588564
77.392578125,0.0004892484375886852
102.900390625,0.0006216071251401445
109.03515625,0.0006638856871177268
109.9521484375,0.0006614276562686427
102.1884765625,0.0006162242184473143
102.244140625,0.0005591059370999574
105.025390625,0.0006422552187359543
104.671875,0.0006393153125827666
105.12890625,0.0006747729685230297
104.671875,0.0006325945937533106
100.234375,0.0005888031250833592
101.1865234375,0.0006766558749404794
109.1083984375,0.0007359467190326541
102.193359375,0.0006394543438545952
102.4130859375,0.0006531114377139602
102.638671875,0.000670134906158637
106.666015625,0.0006746045937688905
271.6435546875,0.001655806187500275
174.8916015625,0.0011059698749704694
171.1435546875,0.0011322772502353473
172.92578125,0.0012264531251275912
173.7841796875,0.0010782907811517362
170.6337890625,0.000911015093606693
176.5908203125,0.0009858306561909558
173.875,0.001082570656308235
172.1640625,0.0010302350938218297
177.6953125,0.0011222829375583387
173.1220703125,0.0010775108748930506
178.8037109375,0.0011511463749229733
171.93359375,0.001143870593750762
259.201171875,0.001578938406510133
256.5615234375,0.0015968829375196947
193.849609375,0.0012677911872742698
199.57421875,0.0011660564687190345
192.8642578125,0.0012384221249703842
197.537109375,0.0011531993122844142
190.32421875,0.001129509875227086
194.431640625,0.0012247436561665381
199.1103515625,0.0012665225940509117
311.3642578125,0.001892313500320597
180.349609375,0.0012837047502216592
183.21875,0.0010907854689321539
