File Size (KB),Read Time (s)
11.05078125,0.016342579499905696
14.96875,0.025659469874881324
11.3720703125,0.018595931125673815
11.15234375,0.01577248237481399
14.0498046875,0.024169875749066705
13.115234375,0.0186899673735752
10.3466796875,0.013699811874175793
15.98828125,0.022246423624892486
17.5,0.02320274687554047
11.447265625,0.016848238250531722
15.310546875,0.01929793787348899
18.4443359375,0.02974823112526792
19.98046875,0.03568667512445245
19.529296875,0.02415805225064105
11.7666015625,0.015444657876287238
10.89453125,0.017284468249272322
98.3046875,0.42985310887524975
91.943359375,0.42063303987379186
97.7900390625,0.4467864654998266
97.658203125,0.43408525900122186
91.818359375,0.4624165307486692
91.564453125,0.42539657337511017
99.1171875,0.47953218912516604
94.4951171875,0.4747351503756363
98.048828125,0.30682189012622985
97.505859375,0.28893386449999525
91.22265625,0.2821362080012477
98.9619140625,0.2998137391259661
97.224609375,0.2971816676254093
92.2275390625,0.3073418397507339
95.3876953125,0.30189271637573256
92.9658203125,0.28115968800011615
35.6123046875,0.10363046175007185
34.11328125,0.10905325825115142
38.0546875,0.09147065224897233
39.7822265625,0.1238330012492952
32.88671875,0.09997606824981631
32.451171875,0.0949299978747149
34.4716796875,0.10280750449965126
31.1484375,0.06180308375041932
39.947265625,0.12719889287473052
30.80078125,0.05448225274994911
33.98046875,0.1039993095000682
34.0283203125,0.1036509163750452
34.9482421875,0.09885867800039705
32.5107421875,0.08141689125113771
39.1533203125,0.11141764562489698
31.16015625,0.0822709978747298
20.4384765625,0.030311730874018394
20.9208984375,0.06851022575028765
25.609375,0.08262186425054097
25.177734375,0.08008155474999512
27.4189453125,0.06136918049924134
27.7744140625,0.04396502787494683
25.93359375,0.08423024100011389
20.458984375,0.06287844899998163
20.091796875,0.038656041000649566
20.541015625,0.07077638387454499
20.1806640625,0.030433948750214768
21.732421875,0.042187563249171944
24.55859375,0.07131813424894062
29.2685546875,0.08937386925026658
24.02734375,0.07626000312484393
21.9619140625,0.04028847399968072
57.78125,0.1799959840009251
53.654296875,0.1685549664998689
57.03515625,0.18143373337443336
50.525390625,0.16768866174970753
56.865234375,0.18253482050022285
51.78515625,0.1402281881255476
57.1044921875,0.1884448312503082
51.5302734375,0.14651136925022
52.828125,0.17417467312407098
57.3896484375,0.18376739400082442
58.8349609375,0.19172226450064045
55.2294921875,0.1851100954991125
56.6240234375,0.17527456187599455
50.5947265625,0.13061301862580876
57.8720703125,0.15177032737483387
58.25390625,0.18067297137531568
150.3486328125,0.49471939200157067
151.880859375,0.44794442437523685
157.7255859375,0.48937125174961693
153.5439453125,0.4768354463758442
150.8154296875,0.44583580149992486
155.2158203125,0.44599675174868025
151.47265625,0.4756154013739433
154.544921875,0.4793441516249004
156.6298828125,0.4575452556255186
156.5546875,0.4827043325003615
159.6669921875,0.4933300858756411
150.326171875,0.4649663620002684
153.908203125,0.47974311799953284
159.7587890625,0.49995612587554206
158.1826171875,0.45660989012503705
155.919921875,0.3638762182508799
65.8857421875,0.2260997587509337
69.7626953125,0.2088739365008223
63.0751953125,0.20916479024890577
60.7021484375,0.1873531027486024
67.4130859375,0.2041583906266169
63.9208984375,0.1941700618754112
67.8427734375,0.2342038023743953
65.4169921875,0.19839754199892923
69.185546875,0.23927353950057295
61.341796875,0.18668634574896714
69.5615234375,0.22060153849997732
65.5908203125,0.19420029600041744
63.7578125,0.22697856450031395
61.693359375,0.12744114449924382
66.595703125,0.21366257962472446
61.72265625,0.19161503987561446
148.78515625,0.47276097824942553
142.646484375,0.4392294418757956
144.2021484375,0.472909420126598
149.912109375,0.4651004719999037
142.9326171875,0.42044292112404946
140.2421875,0.412419817999762
144.791015625,0.42511644224941847
148.736328125,0.4259987745008402
143.2099609375,0.482064251875272
144.853515625,0.4643113228758011
144.498046875,0.4700464333745913
148.6416015625,0.4669637374990998
121.935546875,0.35005125574934937
126.009765625,0.3536919435009622
122.1396484375,0.28434205550001934
123.9140625,0.38163858850020915
121.9375,0.367104997874776
126.908203125,0.38580652437485696
125.2255859375,0.3867466526262433
127.765625,0.3965300308755104
125.150390625,0.3701515360007761
127.0302734375,0.38221276437434426
122.1953125,0.37724031212565023
124.349609375,0.37786939737634384
120.1337890625,0.34733788562516565
128.1484375,0.31293835912583745
122.39453125,0.42261244199835346
122.1748046875,0.34822792987506546
134.5908203125,0.40932752037406317
138.90625,0.436920662625198
136.693359375,0.4173492897498363
133.666015625,0.41147472050033684
130.490234375,0.4005393883744546
133.384765625,0.3988135202507692
135.61328125,0.3964788801258692
139.3486328125,0.41852032687347673
132.517578125,0.4031751140009874
133.498046875,0.3971583772508893
137.64453125,0.4509610187506041
137.2880859375,0.4555759050017514
133.125,0.4180086355008825
134.2998046875,0.4179682222493284
132.3251953125,0.39983579850013484
135.6875,0.3540459833748173
46.8740234375,0.15941013987503538
41.38671875,0.1115815713746997
43.07421875,0.15525552875078574
44.787109375,0.15426041150021774
45.7626953125,0.1002194943739596
44.302734375,0.09804664999865054
49.9296875,0.12469519075057178
43.9951171875,0.12179298074988765
46.3916015625,0.15750683037549607
46.4384765625,0.15910522200101695
47.8388671875,0.16185977562417975
40.923828125,0.09791655749904749
41.623046875,0.11446781287486374
45.6259765625,0.12905767762458709
49.8876953125,0.13527030037585064
43.068359375,0.15797690512590634
73.3544921875,0.21328500925119442
72.849609375,0.20824913300020853
73.0595703125,0.21471415262385563
75.5,0.20381232712497876
77.5859375,0.21884243437489204
77.78515625,0.22938347637500556
77.0751953125,0.24544021637484548
75.7724609375,0.21390717275062343
72.21875,0.2234567004998098
78.0283203125,0.22620624687442614
73.30859375,0.2125977138748567
75.720703125,0.24969814087489794
70.154296875,0.2106160399998771
70.4658203125,0.21389797299889324
79.431640625,0.25896897887469095
77.392578125,0.22149167899988242
102.900390625,0.3088332396255282
109.03515625,0.3247882413761545
109.9521484375,0.33269826162540994
102.1884765625,0.3053065227504703
102.244140625,0.34181119725144526
105.025390625,0.3008548313755455
104.671875,0.30096991450045607
105.12890625,0.3221091193736356
104.671875,0.32246555237361463
100.234375,0.33954251925024437
101.1865234375,0.33515539512518444
109.1083984375,0.3347512026248296
102.193359375,0.34533741300037946
102.4130859375,0.3139325185002235
102.638671875,0.3329213395008992
106.666015625,0.350987135874675
271.6435546875,0.8512642559999222
174.8916015625,0.5175499755005148
171.1435546875,0.537189708875303
172.92578125,0.536449069624723
173.7841796875,0.5187414167503448
170.6337890625,0.515112546248929
